MovieID,ActorID,CharacterID
36,618,8549
36,4252,14060
36,3011,7034
37,918,17965
37,2302,4053
37,1390,12332
37,3487,1521
37,2056,1932
37,578,4562
37,2520,12251
37,3159,7800
37,430,14505
37,763,4577
37,1515,5526
37,3380,12113
37,1498,5984
37,1583,4023
37,4066,2344
37,3731,15238
38,3608,10824
38,2592,12520
38,2985,1543
38,1317,8237
38,468,4618
38,880,10017
38,736,2703
38,1644,2298
38,419,16619
38,4693,3617
39,3370,12
39,727,8974
39,439,12338
39,2752,10748
39,863,94
39,983,3738
39,1141,16480
39,929,7664
39,2103,17635
39,3264,4215
39,352,4894
39,3295,96
39,347,17217
40,1944,4264
40,3942,11881
40,361,14288
40,634,15289
40,1631,10035
40,2584,3483
40,1374,8850
40,3729,4779
41,2784,9743
41,2758,2170
41,4016,14020
41,4250,2008
41,541,6838
42,3853,11775
42,3102,2705
42,43,10273
42,3080,13059
42,4860,14587
42,166,4651
42,4611,7470
42,1606,8733
42,665,7416
42,4967,2581
42,4865,13847
43,2196,15029
43,769,16855
43,1531,1158
43,2735,15188
43,875,7534
43,1808,6475
43,4388,14160
43,1003,15815
43,3266,11718
43,2354,5406
43,2093,5390
43,1345,15145
43,1302,15326
43,4541,226
43,4561,12922
43,73,307
43,1467,1566
43,4499,12036
43,4022,8896
43,4424,12083
43,3742,6696
44,143,4087
44,3515,13268
44,1662,2986
44,4645,16938
44,748,9171
44,937,2792
44,1115,10652
44,297,17951
44,2768,13151
45,1810,10826
45,663,11126
45,364,2152
45,2942,7235
45,2438,12079
45,948,4811
45,1085,1985
45,4020,10565
45,3378,8442
45,983,575
45,571,8900
45,55,11716
45,4975,10517
46,4896,13564
46,828,7804
46,4024,7067
46,2131,13253
46,4711,14176
46,611,17106
46,1214,216
46,2968,4502
46,1753,1185
46,869,989
46,3889,12274
46,299,15150
46,4095,17633
46,966,5148
46,4294,1225
46,757,6985
46,3365,2759
46,2132,15707
46,1133,11979
46,1836,14267
46,4641,6802
46,3980,3545
47,4990,15029
47,1708,10405
47,3596,1314
47,3513,4743
47,4623,1958
47,4320,17786
47,1846,16365
47,2277,1004
47,3474,8132
47,3552,3982
47,1826,11947
47,2834,2119
48,2112,15806
48,1805,15449
48,2215,12456
48,1105,5635
48,2383,4034
48,363,2396
48,2363,7274
48,1504,5973
48,848,342
48,4036,11714
48,1428,12613
49,1440,1967
49,2649,3530
49,174,4647
49,2226,16142
49,1481,7752
49,3670,13650
49,4221,9040
49,4205,1282
49,3977,11862
49,85,13925
49,1336,12333
49,619,4006
49,1457,6159
49,968,10150
49,2711,11149
50,707,2087
50,813,14789
50,3815,2983
50,1232,13067
50,4371,17660
50,4786,457
51,1050,572
51,1779,4655
51,4736,14787
51,1000,4377
51,1866,11755
51,3755,10986
51,1071,5271
51,1237,14113
51,584,11186
51,3747,2965
51,3059,9416
51,999,14077
52,745,8505
52,477,3823
52,1133,10616
52,355,14733
52,402,2278
52,587,11540
52,967,10241
52,4223,5588
52,2334,10614
52,1467,738
52,1189,674
52,1871,9001
53,3608,12782
53,3286,3062
53,4330,15668
53,426,2672
53,486,6456
53,4978,8525
53,3191,6032
53,4808,7534
53,1304,5592
53,1985,11042
53,1012,15260
54,370,5737
54,3552,2227
54,1526,16118
54,1728,5649
55,769,11451
55,4814,3423
55,1734,1983
55,1346,2543
55,4255,11934
55,3517,17570
55,2625,10619
55,457,12814
55,2722,5364
55,4732,3881
55,3718,3390
55,1189,5687
55,3309,10276
55,3339,1529
55,3932,6650
55,2670,2514
55,3693,7604
56,2599,14051
56,1760,3185
56,4885,5181
56,1925,5762
56,4155,13517
56,1917,6057
56,4005,17743
57,1383,10032
57,1314,3544
57,3212,6612
57,2103,6404
57,3043,465
57,3981,15480
57,3736,15428
57,4535,10599
57,1846,17888
57,269,17745
57,1905,6245
57,4736,5740
58,3515,8355
58,4665,3647
58,4531,10029
58,4646,13790
58,4506,3828
58,706,7805
58,2637,8831
58,94,2403
58,4250,13471
58,4941,5498
58,1442,14051
58,3635,2944
58,2105,11984
58,2188,6615
58,3373,14285
58,253,10325
58,2122,457
58,57,15262
58,2633,13921
58,1182,6860
59,246,3238
59,4676,15667
59,3533,9114
59,1536,6879
59,1323,17529
59,2840,4469
59,2645,10
59,2480,520
59,1855,7376
59,1624,14099
59,2150,11688
59,70,2295
59,3738,1280
59,2316,8140
59,752,5340
60,4076,2046
60,656,6319
60,4669,9306
60,2283,16235
60,4553,5742
60,525,15146
60,615,528
60,3733,10997
60,147,3256
60,2515,12371
60,3623,6226
60,2761,16543
60,2627,5678
60,2361,14520
60,270,4659
60,1884,4870
60,3313,6867
60,1145,7499
60,4054,1073
61,3933,1570
61,3194,3655
61,987,3787
61,2117,16935
61,534,3766
61,4981,2196
61,3834,17426
61,3122,2020
61,3656,11654
61,3906,4146
61,781,5276
61,3457,13090
62,589,9577
62,916,13751
62,3905,1929
62,1433,4357
62,4010,8420
62,2071,1803
62,4119,7958
62,284,574
62,3710,7137
62,3295,2893
62,456,13195
62,3978,16913
62,1240,4893
62,4206,6713
62,2113,9129
63,1940,16060
63,1957,512
63,628,16089
63,410,3496
63,4554,4920
63,2335,12872
63,3559,3586
63,1486,15026
63,4300,5172
63,4342,10628
63,1160,10206
63,3607,17332
63,287,5411
64,556,11925
64,3686,4084
64,3158,10789
64,1076,10854
64,2467,4823
64,1176,13593
64,2806,3995
64,604,12685
64,4173,4264
64,1127,12937
64,1536,11897
64,3727,14258
64,3302,2120
65,4967,12406
65,2178,4094
65,4420,8208
65,3717,4164
65,417,924
65,4977,4250
65,1585,9844
65,2369,15550
65,1646,8616
65,2084,7020
66,496,3597
66,1268,10655
66,876,13337
66,3880,11346
66,1578,6135
66,1497,17016
66,1893,10446
66,2947,1601
66,3836,2139
66,3294,5346
66,3179,7836
67,1833,2446
67,2282,14775
67,952,11498
68,2974,1700
68,4943,15020
68,4562,13780
68,4925,5684
68,3040,12922
68,503,11649
68,1124,15342
68,2435,9711
69,3464,5379
69,2172,1230
69,1956,6627
69,3576,3495
69,4219,14409
69,1432,17495
69,1492,10720
69,3308,13040
69,3448,9824
69,3065,3449
69,4883,10029
69,4688,2621
69,3893,1990
69,611,7343
69,3438,4190
70,3162,9454
70,4050,3891
70,2567,2485
70,2616,10670
70,318,7407
70,3411,2030
70,957,3078
70,544,17769
70,2023,11322
70,1162,2009
70,3637,11980
71,171,7713
71,4241,2711
71,412,10769
71,2349,793
71,3866,3031
71,3796,6241
71,4948,4770
71,1224,140
71,3315,21
71,1419,11081
72,4003,4650
72,1032,296
72,4264,5237
72,3812,6719
72,3454,6932
72,3858,16427
72,1206,2766
72,1593,2964
72,2310,1585
72,758,11374
72,2262,1310
72,4244,659
73,35,15038
73,3666,17599
73,4230,13035
73,1034,16868
73,2771,3360
73,940,15934
73,205,13278
73,2633,3724
73,1381,792
74,3332,17309
74,1504,14387
74,4252,2154
74,3247,8699
74,4712,14258
74,3366,8712
74,1850,5219
74,352,3020
74,4562,10850
74,3807,6745
74,1460,4406
74,4517,7578
74,4977,13938
74,4849,1361
74,4636,12208
74,1434,9049
75,2496,3085
75,392,17075
75,1098,13122
75,840,16567
75,457,5489
76,1342,10750
76,85,5946
76,4643,8841
76,1751,8936
76,4965,15183
76,2927,16624
76,1068,453
76,2851,10973
77,1139,10152
77,134,5026
77,3648,8108
77,2515,17375
77,2758,9396
77,1212,15858
77,4517,6066
77,3690,12350
77,971,9877
77,1771,9331
77,3723,16516
77,381,14580
77,331,10063
77,4837,11401
77,442,1060
77,1429,1518
77,275,381
77,2726,6145
78,237,13025
78,1106,3809
78,4549,4735
78,2285,17641
78,1150,5326
78,2572,7128
78,488,7247
79,1607,151
79,4003,6164
79,2081,17278
79,1997,16901
79,3510,17231
79,83,16253
79,538,8117
79,4760,3536
79,794,7248
79,2798,1473
80,3886,8762
80,1317,12707
80,2205,1435
80,4682,4403
80,4273,2222
81,2227,10051
81,4306,10074
81,3509,291
81,1968,384
81,2870,10957
81,2888,2493
81,4460,16020
81,2588,1786
82,348,4412
82,4986,17893
82,3181,6565
82,346,1022
82,3344,5570
82,1914,10759
82,2691,11059
82,985,79
82,787,4783
82,1349,16620
82,4881,2868
82,249,6066
83,362,13031
83,442,17270
83,2501,12618
83,4818,9437
83,68,2783
83,1988,16098
84,527,1044
84,1102,17657
84,1,2264
84,2145,7931
84,2026,8379
84,3332,11076
85,264,8022
85,1849,12427
85,1114,11001
85,2006,1551
85,2296,11454
85,3158,15937
85,2036,8446
85,4246,11819
85,1288,1266
85,801,9963
85,3719,13489
85,1242,2749
85,1319,14397
85,712,4808
85,3203,5299
85,3393,13837
85,3663,3582
85,3150,6393
85,3245,16313
86,3511,12779
86,4063,5693
86,2901,6270
86,376,14682
86,2441,2350
86,707,8617
86,2085,13297
86,4015,15142
86,3287,32
86,1694,13632
86,1938,6669
86,1234,106
86,4196,7233
86,4451,12022
86,3934,14553
87,3554,17852
87,2219,13416
87,1360,17557
87,322,2792
87,4925,15163
87,2292,14006
87,2049,15700
87,4630,7324
87,1892,11972
87,1598,9012
87,2182,3619
87,3685,7667
87,2510,6587
87,769,14631
88,4653,17027
88,756,14256
88,2390,4949
88,2634,16836
88,3964,2483
88,3635,1159
88,4252,15828
88,4999,377
88,3225,5170
88,3576,11851
88,426,17359
89,2700,4286
89,4571,10086
89,3576,14887
89,1654,14074
89,2118,7206
89,370,11076
89,3057,10812
89,534,4451
89,1865,6719
89,1084,11065
89,414,3143
89,272,6437
89,3080,995
90,4948,5413
90,2925,8963
90,4267,3635
90,3750,12840
90,1549,14289
90,4545,5982
90,2084,325
90,384,16244
90,1539,10850
90,3929,270
90,4443,4585
90,663,17120
91,3408,17139
91,2029,7835
91,4930,1783
91,1866,8832
91,2973,5673
91,1300,11573
91,269,6334
91,2606,3927
91,2190,6097
92,3812,4240
92,1984,8380
92,4820,11892
92,1227,4719
92,1511,2046
92,1214,16409
92,4794,7669
92,2712,1678
92,3309,10154
92,1378,15505
92,4003,15674
92,3143,8062
92,2631,503
92,2127,2862
92,1053,16901
93,1497,12724
93,1686,4110
93,356,1399
93,471,17579
93,2523,8663
93,355,12190
93,3079,14822
93,3208,16047
93,4624,8909
94,252,17038
94,328,10888
94,1249,7345
94,2834,16357
94,3838,4214
94,4770,17511
94,2347,5462
94,3044,282
94,4984,2739
94,3944,4775
95,2371,13899
95,3509,15850
95,52,8039
95,366,518
95,1460,12100
95,4019,16492
95,3740,7423
95,151,9527
95,2872,5425
95,3540,16435
95,126,13533
95,2019,9606
95,1686,5420
95,154,13430
95,4291,9848
95,3718,5364
95,1344,10142
95,4593,409
96,3793,17961
96,4885,6669
96,2761,1974
96,1986,6735
96,4843,3301
96,2267,5666
96,880,9889
96,3874,4750
96,783,11896
96,2877,14106
96,302,15916
96,46,7505
96,844,16729
96,4973,2766
97,3320,14215
97,7,13389
97,2108,5609
97,2369,14033
97,3859,1201
97,1317,13069
97,2073,14782
97,992,16585
98,4225,6851
98,1504,16786
98,1230,9300
98,1624,10898
98,1159,17968
98,375,13234
98,818,6189
98,2621,4100
98,606,3405
98,2767,14529
98,2354,414
98,1104,854
98,3793,8990
99,1954,8734
99,3028,10782
99,439,7357
99,98,11090
99,4005,333
99,4734,8684
99,3189,9918
99,4805,4863
100,2050,1163
100,1516,17738
100,3658,3220
100,4307,5899
100,3537,13722
100,4018,4997
100,398,13388
100,3129,2279
100,3600,16341
100,3237,10823
100,1439,15417
101,46,7415
101,343,11038
101,2296,2623
101,497,14824
101,4569,7026
101,4348,2129
101,4111,15872
101,2351,9324
101,4405,1885
101,493,1428
101,658,13082
101,488,12721
101,3342,2747
101,4313,4263
101,378,17690
102,2483,9062
102,3511,7958
102,223,16460
102,4911,14523
102,2907,14718
102,2663,6629
102,3962,358
102,1502,14150
102,104,15986
102,3203,8596
102,2392,9506
103,112,14780
103,226,4978
103,3305,4154
103,955,3417
103,4926,17641
103,4667,4265
103,1260,12581
103,512,17852
103,3813,4675
103,4468,3477
104,4555,16310
104,902,14673
104,1086,6986
104,2577,4922
104,331,3848
104,1136,4357
104,1653,4368
104,2704,16456
104,4171,12024
104,3998,7840
104,3501,7334
104,1275,17863
104,753,13539
104,2478,15589
104,123,373
104,1981,17222
104,3170,1698
105,3386,5542
105,2906,14374
105,3537,14907
105,3684,5424
105,261,17743
105,1591,891
105,2442,7711
105,4121,17537
105,613,5321
106,1706,843
106,2262,6890
106,4720,1401
106,3878,1502
106,3995,8406
106,4444,4636
106,4585,2145
106,32,13636
106,811,13649
107,451,14025
107,1107,7800
107,995,9732
107,1976,9898
107,2033,167
107,4907,7730
107,2820,562
107,3367,12690
107,4889,138
107,3959,10617
107,2348,10210
107,600,17796
107,3744,10206
107,2330,10279
107,626,6178
108,2687,11018
108,2596,13758
108,2117,6107
108,2869,1861
108,1964,2973
108,4165,5915
108,535,1144
108,1238,15004
108,4722,11330
108,2003,10420
108,551,9790
108,2831,1983
108,4407,15255
108,826,11242
109,1795,9049
109,4283,13649
109,3743,12010
109,688,10448
109,4777,8388
109,1772,15459
109,1028,3678
109,535,15792
109,3483,11000
109,1046,6435
109,729,7012
109,2180,16229
109,3920,5380
110,2575,2737
110,4733,4456
110,481,13225
110,1884,11167
110,368,11550
110,129,8695
111,4486,9769
111,273,1076
111,1992,1917
111,4374,10814
111,4157,10722
111,4105,1405
111,4443,7136
111,2461,11376
111,2364,4874
112,927,11339
112,3253,8379
112,1540,3780
112,1315,12523
112,3535,8906
112,1339,8
112,2962,842
113,1856,2015
113,2216,12662
113,3809,7289
113,84,14599
113,19,10797
113,2035,2085
113,538,4579
114,627,201
114,835,539
114,4946,4035
114,992,12494
114,1811,14106
114,1403,1985
114,2967,9698
115,982,4354
115,3676,16619
115,4382,11357
115,1564,15724
115,4068,15181
115,526,14067
115,2434,14602
115,809,3201
115,2626,1732
115,1463,17704
115,4389,10502
115,3873,5540
115,2019,15650
116,2949,4025
116,4763,7963
116,3643,10039
116,2947,775
116,4519,15498
116,4453,5880
116,1559,3846
116,4570,3213
116,3176,10834
116,2769,14896
116,2323,6387
116,2094,12132
116,2268,3126
116,8,2061
116,3693,14159
116,4477,8991
117,2417,7192
117,156,5994
117,3344,9018
117,864,12636
117,3488,15322
117,1022,4683
117,1649,10787
117,213,1422
117,4184,17465
117,3216,4192
118,1487,12892
118,4047,10281
118,2528,5776
118,3186,17142
118,4722,13037
118,1938,13935
118,2430,710
118,3638,101
118,2970,5
118,511,8328
118,1700,4540
118,1837,7
118,2537,13321
119,4689,9054
119,4806,16088
119,4659,7675
119,1062,7314
119,197,17188
119,4909,4752
119,47,6380
119,4116,15809
120,115,4681
120,2162,13383
120,1777,17934
120,3050,9730
120,3532,8680
120,2602,3122
120,986,14394
120,3840,14014
120,1966,3831
120,305,11332
120,4214,131
120,1525,479
120,4703,1964
121,4320,17554
121,658,17342
121,4201,8176
121,4667,9234
121,1900,17852
121,1013,17223
121,3464,6687
121,3088,6665
121,3870,17382
121,1250,2099
121,4500,6149
121,4526,3166
122,2895,17746
122,1058,10789
122,4714,6479
122,4940,9000
122,1536,5835
122,4893,10992
122,3672,961
122,2707,9982
122,4623,15772
122,18,7904
122,1465,17377
123,1483,5828
123,2077,4244
123,81,12494
123,2600,2548
123,232,9816
123,1406,182
123,4242,10095
123,1916,16224
123,3643,10879
123,2234,11278
123,2521,631
123,791,10780
123,2047,17743
123,1477,833
123,493,11855
123,1656,1855
123,4209,1126
124,3697,17817
124,4636,5094
124,2085,15035
124,955,5948
124,1170,15522
124,4032,5325
124,873,15552
124,4334,11163
124,4583,1025
124,960,1376
124,291,993
124,4917,11513
124,1197,3519
125,4692,769
125,2963,10253
125,3561,846
125,4509,4444
125,3469,2718
125,4299,6708
125,842,16948
125,2998,16820
125,3581,9034
125,1167,14258
125,3975,7582
125,3816,12995
125,54,3224
125,643,16165
125,867,15089
126,2075,11094
126,1111,11454
126,4186,6024
126,1527,4698
126,3259,14964
126,1300,5467
126,1459,16149
126,4485,2170
127,2271,3518
127,941,2756
127,104,7976
127,2425,16704
127,420,7197
127,1658,498
127,2830,12830
127,492,8579
127,3777,16083
127,758,435
127,3157,8886
127,2553,15561
127,4197,5494
127,2616,7466
127,3638,1897
127,3843,3359
128,4216,113
128,3696,16392
128,3509,16509
128,2185,8909
128,4576,17065
128,716,8964
128,2179,16063
128,1001,10143
128,823,3082
128,1459,13989
128,3624,12030
128,1562,14285
128,3043,3890
129,4451,2557
129,1256,5868
129,272,14056
129,1267,17038
129,273,17261
129,3599,14610
129,4634,3492
129,1157,16301
129,3973,13647
129,857,11582
129,289,1924
129,3001,3603
129,2556,5899
129,3606,838
129,3883,6995
130,1476,183
130,3285,8734
130,2588,7354
130,370,12650
130,1878,8723
130,4450,6496
130,1772,8785
131,2259,3252
131,3435,1941
131,1741,8572
131,1608,7862
131,1398,4483
131,738,11845
131,3758,7960
131,1701,12106
131,4776,10
131,2914,9196
131,979,9793
132,3443,15311
132,1399,15182
132,4902,2666
132,4870,17688
132,4641,15935
132,4659,9350
132,1539,8481
132,3089,9068
132,1716,7684
132,1583,11136
133,3878,10389
133,144,922
133,806,3726
133,2234,4582
133,3186,17013
133,3461,1257
133,2492,8969
133,2810,16932
133,3575,6988
133,2429,14336
133,270,11601
133,4588,9092
133,3233,8889
133,673,5786
133,2444,9768
133,2262,4844
133,1171,5708
133,1714,2954
133,344,17285
134,4782,10380
134,4279,6080
134,3949,4930
134,3653,9877
134,612,16616
134,1328,1984
134,161,15030
134,3000,5560
135,1857,6477
135,674,14672
135,670,7538
135,1971,9280
135,515,4526
135,2205,4225
135,111,8625
135,1799,9707
135,3434,13712
135,3235,12651
135,1492,14895
135,4995,16936
135,18,4848
135,4545,12861
135,27,5729
135,1561,9178
135,4795,1371
135,4685,5454
135,4511,16087
135,765,13439
135,1555,3749
135,4607,10177
136,3462,4041
136,1469,2504
136,2434,15990
136,1909,4304
136,846,9883
136,4277,17996
136,2468,9230
136,2300,16416
136,341,2662
136,174,11383
136,67,17489
136,1313,15630
136,677,3639
136,559,3137
136,4107,15781
136,3675,9715
137,3952,3935
137,4786,13908
137,1862,15303
138,4058,13603
138,959,13986
138,1426,10778
138,3985,17389
138,4806,8565
138,3246,2170
138,3978,4058
138,1081,5734
138,4272,15617
138,3138,3266
138,2989,3889
138,512,10450
138,1197,208
138,3101,13049
138,1288,2340
138,3737,4268
138,1921,10352
138,460,15556
138,3397,9503
139,344,17821
139,4389,4421
139,1405,16835
139,1076,13797
139,1692,15609
139,4058,776
139,167,666
139,3455,9760
139,4973,16006
139,3799,5693
139,3999,3354
139,4364,6378
139,748,15522
139,294,10703
140,4695,12161
140,4173,8881
140,390,3960
140,751,1373
140,1840,6043
140,4552,6963
140,2383,4384
140,1007,17621
140,4967,15134
140,256,2247
140,3181,4711
140,1950,11667
141,1313,11676
141,2145,10528
141,2518,17835
141,3131,10838
141,1802,3613
141,1730,12587
141,4114,8440
141,2332,2732
141,1157,13057
141,3703,14593
141,1359,10405
141,4761,5806
141,99,6132
141,2753,6985
141,660,8032
141,2806,17788
141,997,12338
141,2367,14041
141,1031,3987
141,4222,6908
142,174,12620
142,987,8704
142,329,14088
142,2701,9887
142,4172,14742
142,1302,9908
142,3280,8956
142,185,17805
142,1369,8144
142,4418,9606
142,1016,1630
142,1718,5225
143,1642,12200
143,1522,17224
143,3117,117
143,2273,3406
143,765,2065
143,1075,3583
143,1456,4238
143,2200,2730
143,1413,1523
143,2332,7222
143,2171,7525
143,3080,16735
143,1823,3219
143,2311,2107
143,2996,11276
143,1272,9580
143,3274,8679
143,593,10685
143,1340,12568
143,3768,7438
143,1232,9572
144,3500,835
144,1688,13934
144,1120,2245
144,3622,7695
144,894,6037
145,1040,17753
145,3266,1487
145,3121,11944
145,353,5447
145,4992,15723
145,2610,17006
145,622,15821
145,1568,1501
145,4510,14832
145,4684,17879
145,4962,10231
145,932,7833
145,1688,8582
145,3673,3279
145,1930,2699
145,1173,4330
145,515,13317
146,3377,11768
146,2122,5792
146,43,8398
146,1220,7044
146,2901,17764
146,949,14002
146,3310,17811
146,1174,11311
146,4445,13080
146,3916,931
146,3262,4954
147,122,6548
147,2563,11431
147,725,15070
147,4245,17019
147,4069,8894
147,480,13703
147,717,16691
147,4600,11106
147,3730,1491
147,3486,4370
147,3204,11335
147,1615,1747
147,1018,7113
147,2353,7728
148,4519,2523
148,3759,7445
148,2774,3408
148,2810,10838
148,2936,2181
148,4005,3707
148,4702,3871
148,4062,229
148,2383,821
148,702,12987
148,349,15876
148,2794,4185
148,1586,9001
148,3234,7988
148,1794,12084
148,33,14919
148,2958,16407
148,2362,11552
148,297,4870
148,744,1827
148,992,3116
149,3372,17303
149,1244,7856
149,725,1778
149,82,3623
149,3284,4610
149,396,3713
149,2364,9013
149,4748,8022
149,3740,12656
149,3221,2757
149,570,7567
149,2082,5825
149,2969,6312
149,663,11836
150,4037,12782
150,4063,3071
150,599,16631
150,1492,8478
150,1058,15529
150,4666,4328
150,2862,10185
150,1916,10696
150,4359,9325
150,453,6863
150,658,2798
150,2433,10531
150,1950,6975
150,1062,4541
150,3937,5722
150,4809,4597
151,1148,14794
151,2118,2331
151,2507,13073
151,4610,4158
151,2516,3260
151,3733,13437
151,2151,4523
151,4048,6586
151,2927,13492
151,3925,15678
151,2628,843
151,189,14003
151,4288,15670
151,1337,14642
